771,
391,
3,
541,
12,
35,
2,
777,
32,
336,
596,
81,
736,
24,
207,
292,
1033,
12,
53,
338,
602,
640,
58,
375,
90,
314,
602,
670,
195,
6,
89,
916,
125,
103,
260,
589,
418,
1829,
244,
862,
115,
728,
123,
68,
93,
845,
529,
230,
289,
821,
1493,
2945,
10,
16,
275,
858,
86,
85,
574,
762,
108,
326,
215,
704,
569,
189,
602,
504,
774,
822,
527,
232,
347,
327,
1232,
736,
462,
467,
225,
75,
450,
96,
265,
543,
537,
5,
766,
1815,
217,
360,
460,
489,
133,
219,
22,
223,
315,
305,
353,
1011,
713,
76,
392,
452,
781,
125,
1930,
2631,
1039,
78,
249,
1044,
239,
923,
1989,
830,
861,
1889,
2910,
740,
746,
215,
871,
125,
81,
189,
684,
222,
1388,
470,
1001,
746,
934,
53,
557,
68,
17,
9,
1982,
111,
107,
10,
261,
174,
107,
48,
369,
172,
677,
1059,
1702,
164,
665,
1251,
238,
123,
438,
32,
524,
840,
249,
541,
541,
585,
614,
511,
712,
51,
613,
33,
2,
389,
389,
825,
342,
442,
124,
90,
1062,
46,
543,
610,
212,
266,
3,
276,
249,
602,
865,
1,
798,
293,
996,
2374,
987,
375,
172,
114,
307,
547,
653,
48,
38,
217,
711,
849
